partId: RUsi7 elements: 1 threads: 128 kernel: global elapsed time: 0.0256
partId: RUsi7 elements: 1 threads: 128 kernel: global elapsed time: 0.021504
partId: RUsi7 elements: 1 threads: 128 kernel: global elapsed time: 0.023584
partId: RUsi7 elements: 1 threads: 128 kernel: global elapsed time: 0.021504
partId: RUsi7 elements: 1 threads: 128 kernel: global elapsed time: 0.019616
partId: RUsi7 elements: 1 threads: 128 kernel: global elapsed time: 0.021504
partId: RUsi7 elements: 1 threads: 128 kernel: global elapsed time: 0.021504
partId: RUsi7 elements: 1 threads: 128 kernel: global elapsed time: 0.02256
partId: RUsi7 elements: 2 threads: 128 kernel: global elapsed time: 0.021504
partId: RUsi7 elements: 2 threads: 128 kernel: global elapsed time: 0.021504
partId: RUsi7 elements: 2 threads: 128 kernel: global elapsed time: 0.02048
partId: RUsi7 elements: 2 threads: 128 kernel: global elapsed time: 0.021632
partId: RUsi7 elements: 2 threads: 128 kernel: global elapsed time: 0.021696
partId: RUsi7 elements: 2 threads: 128 kernel: global elapsed time: 0.021664
partId: RUsi7 elements: 2 threads: 128 kernel: global elapsed time: 0.021504
partId: RUsi7 elements: 2 threads: 128 kernel: global elapsed time: 0.021408
partId: RUsi7 elements: 4 threads: 128 kernel: global elapsed time: 0.021664
partId: RUsi7 elements: 4 threads: 128 kernel: global elapsed time: 0.022528
partId: RUsi7 elements: 4 threads: 128 kernel: global elapsed time: 0.019552
partId: RUsi7 elements: 4 threads: 128 kernel: global elapsed time: 0.021728
partId: RUsi7 elements: 4 threads: 128 kernel: global elapsed time: 0.020384
partId: RUsi7 elements: 4 threads: 128 kernel: global elapsed time: 0.022528
partId: RUsi7 elements: 4 threads: 128 kernel: global elapsed time: 0.021344
partId: RUsi7 elements: 4 threads: 128 kernel: global elapsed time: 0.0216
partId: RUsi7 elements: 8 threads: 128 kernel: global elapsed time: 0.021504
partId: RUsi7 elements: 8 threads: 128 kernel: global elapsed time: 0.041888
partId: RUsi7 elements: 8 threads: 128 kernel: global elapsed time: 0.021504
partId: RUsi7 elements: 8 threads: 128 kernel: global elapsed time: 0.022528
partId: RUsi7 elements: 8 threads: 128 kernel: global elapsed time: 0.021504
partId: RUsi7 elements: 8 threads: 128 kernel: global elapsed time: 0.023552
partId: RUsi7 elements: 8 threads: 128 kernel: global elapsed time: 0.021504
partId: RUsi7 elements: 8 threads: 128 kernel: global elapsed time: 0.023552
partId: RUsi7 elements: 16 threads: 128 kernel: global elapsed time: 0.024576
partId: RUsi7 elements: 16 threads: 128 kernel: global elapsed time: 0.022528
partId: RUsi7 elements: 16 threads: 128 kernel: global elapsed time: 0.022528
partId: RUsi7 elements: 16 threads: 128 kernel: global elapsed time: 0.022528
partId: RUsi7 elements: 16 threads: 128 kernel: global elapsed time: 0.022528
partId: RUsi7 elements: 16 threads: 128 kernel: global elapsed time: 0.024576
partId: RUsi7 elements: 16 threads: 128 kernel: global elapsed time: 0.022432
partId: RUsi7 elements: 16 threads: 128 kernel: global elapsed time: 0.021696
partId: RUsi7 elements: 32 threads: 128 kernel: global elapsed time: 0.0256
partId: RUsi7 elements: 32 threads: 128 kernel: global elapsed time: 0.026624
partId: RUsi7 elements: 32 threads: 128 kernel: global elapsed time: 0.023552
partId: RUsi7 elements: 32 threads: 128 kernel: global elapsed time: 0.026688
partId: RUsi7 elements: 32 threads: 128 kernel: global elapsed time: 0.025728
partId: RUsi7 elements: 32 threads: 128 kernel: global elapsed time: 0.024672
partId: RUsi7 elements: 32 threads: 128 kernel: global elapsed time: 0.023552
partId: RUsi7 elements: 32 threads: 128 kernel: global elapsed time: 0.025536
partId: RUsi7 elements: 64 threads: 128 kernel: global elapsed time: 0.031136
partId: RUsi7 elements: 64 threads: 128 kernel: global elapsed time: 0.033088
partId: RUsi7 elements: 64 threads: 128 kernel: global elapsed time: 0.044928
partId: RUsi7 elements: 64 threads: 128 kernel: global elapsed time: 0.031456
partId: RUsi7 elements: 64 threads: 128 kernel: global elapsed time: 0.032768
partId: RUsi7 elements: 64 threads: 128 kernel: global elapsed time: 0.033312
partId: RUsi7 elements: 64 threads: 128 kernel: global elapsed time: 0.033632
partId: RUsi7 elements: 64 threads: 128 kernel: global elapsed time: 0.03344
partId: RUsi7 elements: 1 threads: 128 kernel: shared elapsed time: 0.021728
partId: RUsi7 elements: 1 threads: 128 kernel: shared elapsed time: 0.0256
partId: RUsi7 elements: 1 threads: 128 kernel: shared elapsed time: 0.022592
partId: RUsi7 elements: 1 threads: 128 kernel: shared elapsed time: 0.021504
partId: RUsi7 elements: 1 threads: 128 kernel: shared elapsed time: 0.02048
partId: RUsi7 elements: 1 threads: 128 kernel: shared elapsed time: 0.021632
partId: RUsi7 elements: 1 threads: 128 kernel: shared elapsed time: 0.018624
partId: RUsi7 elements: 1 threads: 128 kernel: shared elapsed time: 0.024448
partId: RUsi7 elements: 2 threads: 128 kernel: shared elapsed time: 0.02336
partId: RUsi7 elements: 2 threads: 128 kernel: shared elapsed time: 0.023424
partId: RUsi7 elements: 2 threads: 128 kernel: shared elapsed time: 0.02272
partId: RUsi7 elements: 2 threads: 128 kernel: shared elapsed time: 0.022624
partId: RUsi7 elements: 2 threads: 128 kernel: shared elapsed time: 0.027808
partId: RUsi7 elements: 2 threads: 128 kernel: shared elapsed time: 0.023488
partId: RUsi7 elements: 2 threads: 128 kernel: shared elapsed time: 0.021504
partId: RUsi7 elements: 2 threads: 128 kernel: shared elapsed time: 0.02448
partId: RUsi7 elements: 4 threads: 128 kernel: shared elapsed time: 0.021504
partId: RUsi7 elements: 4 threads: 128 kernel: shared elapsed time: 0.023552
partId: RUsi7 elements: 4 threads: 128 kernel: shared elapsed time: 0.020608
partId: RUsi7 elements: 4 threads: 128 kernel: shared elapsed time: 0.022656
partId: RUsi7 elements: 4 threads: 128 kernel: shared elapsed time: 0.021536
partId: RUsi7 elements: 4 threads: 128 kernel: shared elapsed time: 0.021696
partId: RUsi7 elements: 4 threads: 128 kernel: shared elapsed time: 0.02144
partId: RUsi7 elements: 4 threads: 128 kernel: shared elapsed time: 0.022688
partId: RUsi7 elements: 8 threads: 128 kernel: shared elapsed time: 0.022528
partId: RUsi7 elements: 8 threads: 128 kernel: shared elapsed time: 0.02128
partId: RUsi7 elements: 8 threads: 128 kernel: shared elapsed time: 0.033632
partId: RUsi7 elements: 8 threads: 128 kernel: shared elapsed time: 0.021504
partId: RUsi7 elements: 8 threads: 128 kernel: shared elapsed time: 0.022528
partId: RUsi7 elements: 8 threads: 128 kernel: shared elapsed time: 0.021728
partId: RUsi7 elements: 8 threads: 128 kernel: shared elapsed time: 0.022528
partId: RUsi7 elements: 8 threads: 128 kernel: shared elapsed time: 0.02256
partId: RUsi7 elements: 16 threads: 128 kernel: shared elapsed time: 0.02048
partId: RUsi7 elements: 16 threads: 128 kernel: shared elapsed time: 0.021344
partId: RUsi7 elements: 16 threads: 128 kernel: shared elapsed time: 0.024416
partId: RUsi7 elements: 16 threads: 128 kernel: shared elapsed time: 0.02448
partId: RUsi7 elements: 16 threads: 128 kernel: shared elapsed time: 0.024576
partId: RUsi7 elements: 16 threads: 128 kernel: shared elapsed time: 0.022528
partId: RUsi7 elements: 16 threads: 128 kernel: shared elapsed time: 0.024576
partId: RUsi7 elements: 16 threads: 128 kernel: shared elapsed time: 0.022528
partId: RUsi7 elements: 32 threads: 128 kernel: shared elapsed time: 0.024448
partId: RUsi7 elements: 32 threads: 128 kernel: shared elapsed time: 0.0256
partId: RUsi7 elements: 32 threads: 128 kernel: shared elapsed time: 0.024576
partId: RUsi7 elements: 32 threads: 128 kernel: shared elapsed time: 0.02352
partId: RUsi7 elements: 32 threads: 128 kernel: shared elapsed time: 0.022656
partId: RUsi7 elements: 32 threads: 128 kernel: shared elapsed time: 0.0256
partId: RUsi7 elements: 32 threads: 128 kernel: shared elapsed time: 0.023552
partId: RUsi7 elements: 32 threads: 128 kernel: shared elapsed time: 0.024576
partId: RUsi7 elements: 64 threads: 128 kernel: shared elapsed time: 0.028288
partId: RUsi7 elements: 64 threads: 128 kernel: shared elapsed time: 0.027776
partId: RUsi7 elements: 64 threads: 128 kernel: shared elapsed time: 0.028256
partId: RUsi7 elements: 64 threads: 128 kernel: shared elapsed time: 0.0272
partId: RUsi7 elements: 64 threads: 128 kernel: shared elapsed time: 0.027008
partId: RUsi7 elements: 64 threads: 128 kernel: shared elapsed time: 0.028704
partId: RUsi7 elements: 64 threads: 128 kernel: shared elapsed time: 0.026112
partId: RUsi7 elements: 64 threads: 128 kernel: shared elapsed time: 0.028288
partId: RUsi7 elements: 1 threads: 128 kernel: register elapsed time: 0.02048
partId: RUsi7 elements: 1 threads: 128 kernel: register elapsed time: 0.022528
partId: RUsi7 elements: 1 threads: 128 kernel: register elapsed time: 0.018496
partId: RUsi7 elements: 1 threads: 128 kernel: register elapsed time: 0.022528
partId: RUsi7 elements: 1 threads: 128 kernel: register elapsed time: 0.019456
partId: RUsi7 elements: 1 threads: 128 kernel: register elapsed time: 0.021504
partId: RUsi7 elements: 1 threads: 128 kernel: register elapsed time: 0.028736
partId: RUsi7 elements: 1 threads: 128 kernel: register elapsed time: 0.019616
partId: RUsi7 elements: 2 threads: 128 kernel: register elapsed time: 0.019456
partId: RUsi7 elements: 2 threads: 128 kernel: register elapsed time: 0.022528
partId: RUsi7 elements: 2 threads: 128 kernel: register elapsed time: 0.02128
partId: RUsi7 elements: 2 threads: 128 kernel: register elapsed time: 0.01968
partId: RUsi7 elements: 2 threads: 128 kernel: register elapsed time: 0.023552
partId: RUsi7 elements: 2 threads: 128 kernel: register elapsed time: 0.022528
partId: RUsi7 elements: 2 threads: 128 kernel: register elapsed time: 0.021504
partId: RUsi7 elements: 2 threads: 128 kernel: register elapsed time: 0.01936
partId: RUsi7 elements: 4 threads: 128 kernel: register elapsed time: 0.02048
partId: RUsi7 elements: 4 threads: 128 kernel: register elapsed time: 0.020544
partId: RUsi7 elements: 4 threads: 128 kernel: register elapsed time: 0.023552
partId: RUsi7 elements: 4 threads: 128 kernel: register elapsed time: 0.022464
